ThreatId,Altitude,Time
2002,472.30769230769386,002725000000
2001,600.0000000000008,002730000000
3000,168.23529411764727,002730000015
2002,474.6153846153862,002735000000
2001,600.0000000000008,002740000000
3000,169.41176470588258,002740000015
2002,476.9230769230785,002745000000
2001,600.0000000000008,002750000000
3000,170.58823529411788,002750000015
2002,479.2307692307708,002755000000
2001,600.0000000000008,002760000000
3000,171.76470588235318,002760000015
2002,481.53846153846314,002765000000
2001,600.0000000000008,002770000000
3000,172.9411764705885,002770000015
2002,483.84615384615546,002775000000
2001,600.0000000000008,002780000000
3000,174.1176470588238,002780000015
2002,486.1538461538478,002785000000
2001,600.0000000000008,002790000000
3000,175.2941176470591,002790000015
2002,488.4615384615401,002795000000
2001,600.0000000000008,002800000000
3000,176.4705882352944,002800000015
2002,490.7692307692324,002805000000
2001,600.0000000000008,002810000000
3000,177.6470588235297,002810000015
2002,493.07692307692474,002815000000
2001,600.0000000000008,002820000000
3000,178.823529411765,002820000015
2002,495.38461538461706,002825000000
2001,600.0000000000008,002830000000
3000,180.0000000000003,002830000015
2002,497.6923076923094,002835000000
2001,600.0000000000008,002840000000
3000,181.17647058823562,002840000015
2002,500.0000000000017,002845000000
2001,600.0000000000008,002850000000
3000,182.35294117647092,002850000015
2001,600.0000000000008,002860000000
3000,183.52941176470623,002860000015
2001,600.0000000000008,002870000000
3000,184.70588235294153,002870000015
3000,185.88235294117683,002880000015
3000,187.05882352941214,002890000015
3000,188.23529411764744,002900000015
3000,189.41176470588275,002910000015
3000,190.58823529411805,002920000015
3000,191.76470588235335,002930000015
3000,192.94117647058866,002940000015
3000,194.11764705882396,002950000015
3000,195.29411764705927,002960000015
3000,196.47058823529457,002970000015
3000,197.64705882352987,002980000015
3000,198.82352941176518,002990000015
3000,200.00000000000048,003000000015
